Date,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2017-01-07,Doncaster,2/4 Frank St,3,t,945000.0,S,Ham,2017-01-07,12.4,3108.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028.0
2017-01-07,Bundoora,28 Greenwood Dr,3,h,805000.0,S,Barry,2017-01-07,12.1,3083.0,3.0,1.0,2.0,669.0,,,Banyule City Council,-37.70834,145.05424,Northern Metropolitan,10175.0
2017-01-07,Clarinda,35 Inverness St,3,h,,VB,Grant's,2017-01-07,17.5,3169.0,3.0,1.0,2.0,910.0,,,Kingston City Council,-37.93138,145.10832,South-Eastern Metropolitan,2727.0
2017-01-07,Clayton,2/13 Jaguar Dr,3,u,,PN,Wilson,2017-01-07,16.7,3168.0,3.0,1.0,1.0,228.0,115.0,2000.0,Monash City Council,-37.92415,145.13179,South-Eastern Metropolitan,5837.0
2017-01-07,Clayton,13 Murdo Rd,4,h,,SN,C21,2017-01-07,16.7,3168.0,4.0,1.0,2.0,730.0,,1980.0,Monash City Council,-37.91802,145.14083,South-Eastern Metropolitan,5837.0
2017-01-07,Clifton Hill,5/94 Roseneath St,3,u,1030000.0,S,Nelson,2017-01-07,3.6,3068.0,3.0,2.0,2.0,538.0,,1995.0,Yarra City Council,-37.79297,144.99776,Northern Metropolitan,2954.0
2017-01-07,Clyde North,11 Riverbank Cl,4,h,689000.0,SP,Harcourts,2017-01-07,43.4,3978.0,,,,,,,Casey City Council,,,Eastern Victoria,2987.0
2017-01-07,Bundoora,9 Edro Ct,4,h,,SP,RW,2017-01-07,12.1,3083.0,4.0,2.0,2.0,651.0,,,Banyule City Council,-37.70297,145.05806,Northern Metropolitan,10175.0
2017-01-07,Bulleen,80 Thompsons Rd,3,h,1060000.0,S,Fletchers,2017-01-07,10.8,3105.0,3.0,1.0,2.0,631.0,,,Manningham City Council,-37.77615,145.08907,Eastern Metropolitan,4480.0
2017-01-07,Bundoora,533 Grimshaw St,3,h,682000.0,S,Ray,2017-01-07,12.1,3083.0,3.0,1.0,1.0,583.0,,,Banyule City Council,-37.70074,145.0648,Northern Metropolitan,10175.0
2017-01-07,Brunswick West,2/59 Smith St,2,h,573000.0,S,Jellis,2017-01-07,5.2,3055.0,2.0,1.0,1.0,0.0,,1970.0,Moreland City Council,-37.76732,144.94098,Northern Metropolitan,7082.0
2017-01-07,Brunswick West,14 Fleming St,3,h,,S,Nelson,2017-01-07,5.2,3055.0,3.0,1.0,2.0,417.0,,,Moreland City Council,-37.77293,144.94595,Northern Metropolitan,7082.0
2017-01-07,Brunswick East,36 Clarence St,2,h,1305000.0,S,Nicholson,2017-01-07,4.0,3057.0,2.0,1.0,0.0,315.0,,,Moreland City Council,-37.76386,144.97783,Northern Metropolitan,5533.0
2017-01-07,Brunswick,11/757 Park St,2,u,692000.0,S,Jellis,2017-01-07,5.2,3056.0,2.0,1.0,1.0,0.0,,,Moreland City Council,-37.77742,144.95666,Northern Metropolitan,11918.0
2017-01-07,Brooklyn,1/53 Stenhouse Av,3,u,665000.0,S,hockingstuart,2017-01-07,6.4,3012.0,,,,,,,Brimbank City Council,,,Western Metropolitan,962.0
2017-01-07,Broadmeadows,21 Graham St,3,h,518500.0,S,YPA,2017-01-07,14.0,3047.0,3.0,1.0,0.0,576.0,110.0,1999.0,Hume City Council,-37.69237,144.93144,Northern Metropolitan,4294.0
2017-01-07,Coburg,126 Barrow St,2,h,900000.0,VB,Jellis,2017-01-07,6.7,3058.0,2.0,1.0,1.0,350.0,100.0,1920.0,Darebin City Council,-37.74483,144.97269,Northern Metropolitan,11204.0
2017-01-07,Coburg,5/27 Cope St,2,u,620000.0,S,Raine,2017-01-07,6.7,3058.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11204.0
2017-01-07,Broadmeadows,1/124 Cuthbert St,3,t,465000.0,S,Barry,2017-01-07,14.0,3047.0,3.0,2.0,3.0,248.0,123.21,2010.0,Hume City Council,-37.68358,144.92387,Northern Metropolitan,4294.0
2017-01-07,Brunswick West,36 Newman St,3,h,1100000.0,S,Brad,2017-01-07,5.2,3055.0,3.0,1.0,1.0,322.0,,,Moreland City Council,-37.76073,144.94803,Northern Metropolitan,7082.0
2017-01-07,Bundoora,3/11 Neilsen Cr,3,t,510000.0,S,Stockdale,2017-01-07,12.1,3083.0,,,,,,,Banyule City Council,,,Northern Metropolitan,10175.0
2017-01-07,Burnside Heights,31 Batman St,3,h,535000.0,S,Barry,2017-01-07,14.8,3023.0,3.0,2.0,2.0,472.0,230.0,2005.0,Melton City Council,-37.7331,144.76282,Western Metropolitan,1686.0
2017-01-07,Burwood East,2 Amaroo Ct,4,h,1088000.0,PI,Ray,2017-01-07,14.7,3151.0,4.0,1.0,1.0,536.0,140.7481,,Whitehorse City Council,-37.8534,145.14218,Eastern Metropolitan,4048.0
2017-01-07,Cheltenham,4/3 MacKenzie St,2,u,425000.0,S,Purplebricks,2017-01-07,17.9,3192.0,2.0,1.0,1.0,0.0,,,Bayside City Council,-37.97143,145.05219,Southern Metropolitan,9758.0
2017-01-07,Cheltenham,15 Latrobe St,2,h,1171000.0,S,Ray,2017-01-07,17.9,3192.0,,,,,,,Bayside City Council,,,Southern Metropolitan,9758.0
2017-01-07,Cheltenham,2/14 Jack Rd,3,t,950000.0,S,Chisholm,2017-01-07,17.9,3192.0,3.0,3.0,2.0,160.0,149.0,2013.0,Bayside City Council,-37.96062,145.04296,Southern Metropolitan,9758.0
2017-01-07,Cheltenham,4 Cronin Ct,5,h,1140000.0,S,O'Brien,2017-01-07,17.9,3192.0,5.0,2.0,2.0,570.0,,,Bayside City Council,-37.96763,145.07898,Southern Metropolitan,9758.0
2017-01-07,Chadstone,1 Evans St,3,h,,PI,Woodards,2017-01-07,11.7,3148.0,3.0,2.0,2.0,854.0,,,Monash City Council,-37.88301,145.09662,Southern Metropolitan,3582.0
2017-01-07,Caulfield South,3/29 Sussex Rd,2,u,1091500.0,S,hockingstuart,2017-01-07,8.7,3162.0,2.0,2.0,1.0,225.0,,,Glen Eira City Council,-37.89565,145.0234,Southern Metropolitan,5051.0
2017-01-07,Caulfield South,30a Narrawong Rd,4,h,1800000.0,VB,Gary,2017-01-07,8.7,3162.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,5051.0
2017-01-07,Caroline Springs,16/7 Toolondo Cl,3,h,545000.0,SP,Metro,2017-01-07,14.8,3023.0,3.0,2.0,2.0,301.0,,,Melton City Council,-37.74397,144.73472,Western Metropolitan,7719.0
2017-01-07,Carnegie,301/9 Morton Av,1,u,300000.0,PI,Ray,2017-01-07,10.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822.0
2017-01-07,Carlton,113 Station St,3,h,1760000.0,S,Nelson,2017-01-07,1.6,3053.0,3.0,2.0,2.0,151.0,,,Melbourne City Council,-37.79449,144.97406,Northern Metropolitan,6786.0
2017-01-07,Carlton,106/37 Palmerston St,2,u,620000.0,S,Woodards,2017-01-07,1.6,3053.0,2.0,2.0,1.0,0.0,,2013.0,Melbourne City Council,-37.7969,144.9742,Northern Metropolitan,6786.0
2017-01-07,Carlton,5/50 Barkly St,1,u,350000.0,VB,Woodards,2017-01-07,1.6,3053.0,1.0,1.0,1.0,0.0,30.6,1970.0,Melbourne City Council,-37.79859,144.97336,Northern Metropolitan,6786.0
2017-01-07,Canterbury,108/2 Gascoyne St,2,u,816000.0,S,Nelson,2017-01-07,8.4,3126.0,2.0,2.0,1.0,8140.0,86.5,2015.0,Boroondara City Council,-37.82091,145.06011,Southern Metropolitan,3265.0
2017-01-07,Camberwell,4/924 Toorak Rd,3,t,1320000.0,PI,Bekdon,2017-01-07,7.7,3124.0,3.0,2.0,2.0,227.0,223.0,2006.0,Boroondara City Council,-37.84689,145.05863,Southern Metropolitan,8920.0
2017-01-07,Camberwell,2/576 Riversdale Rd,2,u,670000.0,VB,Jellis,2017-01-07,7.7,3124.0,2.0,1.0,1.0,0.0,,,Boroondara City Council,-37.83202,145.06095,Southern Metropolitan,8920.0
2017-01-07,Camberwell,31a Morey St,3,h,,PI,Marshall,2017-01-07,7.7,3124.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920.0
2017-01-07,Camberwell,6/9 Eddy St,2,u,677000.0,S,Noel,2017-01-07,7.7,3124.0,2.0,1.0,1.0,131.0,76.0,1975.0,Boroondara City Council,-37.84716,145.07351,Southern Metropolitan,8920.0
2017-01-07,Cairnlea,16 Homebush Rd,3,h,630000.0,PI,YPA,2017-01-07,14.8,3023.0,3.0,2.0,2.0,397.0,145.0,2007.0,Brimbank City Council,-37.75107,144.78415,Western Metropolitan,2674.0
2017-01-07,Burwood East,11 Kalista Ct,3,h,1180000.0,S,Fletchers,2017-01-07,14.7,3151.0,3.0,1.0,1.0,563.0,,,Whitehorse City Council,-37.85771,145.15466,Eastern Metropolitan,4048.0
2017-01-07,Coburg,12 Rasmussen Ct,4,h,922000.0,SP,Melbourne,2017-01-07,6.7,3058.0,4.0,2.0,2.0,463.0,80.0,1960.0,Darebin City Council,-37.73704,144.97959,Northern Metropolitan,11204.0
2017-01-07,Coburg,82a Ross St,3,t,,PI,Barry,2017-01-07,6.7,3058.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11204.0
2017-01-07,Coburg,18 Shaftsbury St,3,h,1077000.0,S,Jellis,2017-01-07,6.7,3058.0,3.0,1.0,2.0,512.0,,,Darebin City Council,-37.75279,144.95379,Northern Metropolitan,11204.0
2017-01-07,Brighton East,18 Centre Rd,4,t,1731000.0,SP,Buxton,2017-01-07,10.3,3187.0,4.0,3.0,2.0,345.0,239.0,2001.0,Bayside City Council,-37.91503,145.00888,Southern Metropolitan,6938.0
2017-01-07,Beaumaris,3 Wells Rd,4,h,1823000.0,S,Hodges,2017-01-07,17.3,3193.0,4.0,2.0,3.0,728.0,,,Bayside City Council,-37.98713,145.04887,Southern Metropolitan,5366.0
2017-01-07,Beaumaris,20 Martin St,5,h,,SS,Ray,2017-01-07,17.3,3193.0,5.0,3.0,2.0,713.0,258.0,1950.0,Bayside City Council,-37.99163,145.03839,Southern Metropolitan,5366.0
2017-01-07,Beaumaris,23 Hepburn Av,4,h,1800000.0,S,Buxton,2017-01-07,17.3,3193.0,,,,,,,Bayside City Council,,,Southern Metropolitan,5366.0
2017-01-07,Beaumaris,73 Charman Rd,4,h,1221000.0,PI,Ray,2017-01-07,17.3,3193.0,4.0,2.0,3.0,554.0,,1925.0,Bayside City Council,-37.98139,145.05251,Southern Metropolitan,5366.0
2017-01-07,Croydon,15 Ronald Rd,2,h,570000.0,SP,McGrath,2017-01-07,23.0,3136.0,2.0,1.0,1.0,312.0,110.0,1994.0,Maroondah City Council,-37.80752,145.27212,Eastern Metropolitan,11925.0
2017-01-07,Croydon,2/26 Vernon St,4,h,875000.0,S,Barry,2017-01-07,23.0,3136.0,4.0,2.0,2.0,244.0,,,Maroondah City Council,-37.80267,145.27569,Eastern Metropolitan,11925.0
2017-01-07,Croydon Hills,7 Wildberry Cl,3,h,,PI,Barry,2017-01-07,23.0,3136.0,3.0,2.0,2.0,676.0,133.0,1987.0,Maroondah City Council,-37.77997,145.26342,Eastern Metropolitan,1705.0
2017-01-07,Croydon North,22 Knee La,4,h,810000.0,SA,Gardiner,2017-01-07,23.0,3136.0,,,,,,,Maroondah City Council,-37.76883,145.27931,Eastern Metropolitan,2985.0
2017-01-07,Dandenong,40 Grandview Av,3,h,585000.0,S,McLennan,2017-01-07,24.7,3175.0,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,10894.0
2017-01-07,Dandenong,5/6 MacPherson St,2,u,348000.0,S,McLennan,2017-01-07,24.7,3175.0,2.0,1.0,0.0,156.0,,,Greater Dandenong City Council,-37.98712,145.22262,South-Eastern Metropolitan,10894.0
2017-01-07,Dandenong North,110 Gladstone Rd,3,h,627000.0,S,Barry,2017-01-07,24.7,3175.0,3.0,1.0,1.0,610.0,120.0,1970.0,Greater Dandenong City Council,-37.96322,145.20586,South-Eastern Metropolitan,8322.0
2017-01-07,Beaumaris,50/34 Bodley St,2,u,800000.0,VB,Hodges,2017-01-07,17.3,3193.0,,,,,,,Bayside City Council,,,Southern Metropolitan,5366.0
2017-01-07,Beaumaris,13/472 Beach Rd,1,u,,PI,Kay,2017-01-07,17.3,3193.0,,,,,,,Bayside City Council,,,Southern Metropolitan,5366.0
2017-01-07,Bayswater North,8 Toolimerin Av,4,h,825000.0,SP,Appleby,2017-01-07,23.2,3153.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,3598.0
2017-01-07,Bayswater North,1/19 Glen Park Rd,3,u,500000.0,PI,Stockdale,2017-01-07,23.2,3153.0,3.0,1.0,2.0,263.0,,1970.0,Maroondah City Council,-37.83303,145.27488,Eastern Metropolitan,3598.0
2017-01-07,Dandenong North,52 Simpson Dr,3,h,760000.0,SP,O'Brien,2017-01-07,24.7,3175.0,3.0,1.0,2.0,751.0,,,Greater Dandenong City Council,-37.96609,145.21997,South-Eastern Metropolitan,8322.0
2017-01-07,Diamond Creek,17 Norma St,2,h,621000.0,S,Mason,2017-01-07,21.8,3089.0,2.0,1.0,0.0,610.0,61.0,1939.0,Nillumbik Shire Council,-37.67629,145.15589,Northern Victoria,4258.0
2017-01-07,Dingley Village,2/77 Centre Dandenong Rd,2,u,612000.0,S,Buxton,2017-01-07,22.2,3172.0,2.0,1.0,1.0,197.0,,1975.0,Kingston City Council,-37.98412,145.13433,South-Eastern Metropolitan,3940.0
2017-01-07,Doncaster,13 Carnarvon St,3,t,840000.0,SP,Philip,2017-01-07,12.4,3108.0,3.0,2.0,2.0,0.0,,,Manningham City Council,-37.78653,145.12363,Eastern Metropolitan,9028.0
2017-01-07,Beaumaris,11 White St,6,h,2000000.0,S,Ray,2017-01-07,17.3,3193.0,6.0,3.0,4.0,836.0,,,Bayside City Council,-37.98942,145.03394,Southern Metropolitan,5366.0
2017-01-07,Doncaster East,66 Saxonwood Dr,6,h,1856000.0,SP,Barry,2017-01-07,14.3,3109.0,6.0,3.0,3.0,1056.0,322.0,1970.0,Manningham City Council,-37.78053,145.15567,Eastern Metropolitan,10999.0
2017-01-07,Bentleigh,12 Auckland St,3,h,1365000.0,S,Buxton,2017-01-07,11.4,3204.0,3.0,1.0,1.0,776.0,,,Glen Eira City Council,-37.92487,145.04703,Southern Metropolitan,6795.0
2017-01-07,Bentleigh East,1 Gladesville Dr,5,h,1220000.0,S,Buxton,2017-01-07,13.8,3165.0,5.0,2.0,2.0,611.0,188.0,1950.0,Glen Eira City Council,-37.93228,145.07026,Southern Metropolitan,10969.0
2017-01-07,Brighton,160 Were St,5,h,3250000.0,SP,Hodges,2017-01-07,10.5,3186.0,5.0,3.0,2.0,835.0,,,Bayside City Council,-37.92615,145.00282,Southern Metropolitan,10579.0
2017-01-07,Coburg North,72 Camera Wk,4,h,800000.0,SA,Raine,2017-01-07,6.7,3058.0,,,,,,,Darebin City Council,,,Northern Metropolitan,3445.0
2017-01-07,Coburg North,29 Livingstone St,3,h,805000.0,PI,Jellis,2017-01-07,6.7,3058.0,3.0,2.0,2.0,296.0,,,Darebin City Council,-37.72495,144.98348,Northern Metropolitan,3445.0
2017-01-07,Craigieburn,13 Aston St,4,h,665000.0,PI,RE,2017-01-07,20.6,3064.0,4.0,2.0,2.0,756.0,236.0,2007.0,Hume City Council,-37.58885,144.90135,Northern Metropolitan,15510.0
2017-01-07,Craigieburn,59 Balyang Wy,4,h,607000.0,S,@Realty,2017-01-07,20.6,3064.0,,,,,,,Hume City Council,,,Northern Metropolitan,15510.0
2017-01-07,Brighton,36/568 New St,1,u,380000.0,VB,Chisholm,2017-01-07,10.5,3186.0,1.0,1.0,1.0,1993.0,46.0,2000.0,Bayside City Council,-37.88468,144.99722,Southern Metropolitan,10579.0
2017-01-07,Brighton,20 Byron St,3,h,2650000.0,S,RT,2017-01-07,10.5,3186.0,3.0,2.0,2.0,645.0,219.0,1910.0,Bayside City Council,-37.90876,145.00743,Southern Metropolitan,10579.0
2017-01-07,Briar Hill,31A Beaconsfield Rd,3,h,840000.0,S,Barry,2017-01-07,16.1,3088.0,3.0,1.0,2.0,509.0,120.0,2000.0,Banyule City Council,-37.70822,145.11495,Eastern Metropolitan,1390.0
2017-01-07,Boronia,39 Lockwoods Rd,3,h,642000.0,S,Stockdale,2017-01-07,25.0,3155.0,3.0,2.0,2.0,968.0,,,Knox City Council,-37.84674,145.29351,Eastern Metropolitan,9704.0
2017-01-07,Blackburn South,3 Shaun Av,3,h,,SN,Noel,2017-01-07,13.4,3130.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4387.0
2017-01-07,Blackburn South,32 Obrien Cr,3,h,1020000.0,S,McGrath,2017-01-07,13.4,3130.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4387.0
2017-01-07,Blackburn,143 Surrey Rd,4,h,,VB,RT,2017-01-07,13.4,3130.0,4.0,2.0,2.0,625.0,,,Whitehorse City Council,-37.81342,145.15739,Eastern Metropolitan,5713.0
2017-01-07,Blackburn,4/5 Dewrang Cr,3,u,1095000.0,S,Fletchers,2017-01-07,13.4,3130.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,5713.0
2017-01-07,Berwick,96 Avebury Dr,4,h,627500.0,SP,C21,2017-01-07,35.2,3806.0,4.0,2.0,2.0,687.0,,,Casey City Council,-38.02434,145.33117,Eastern Victoria,17093.0
2017-01-07,Craigieburn,66 Northern Cr,4,h,509500.0,S,@Realty,2017-01-07,20.6,3064.0,,,,,,,Hume City Council,,,Northern Metropolitan,15510.0
2017-01-07,Craigieburn,6 Vision Rd,3,h,660000.0,S,LJ,2017-01-07,20.6,3064.0,3.0,2.0,3.0,618.0,225.5,2014.0,Hume City Council,-37.59715,144.89656,Northern Metropolitan,15510.0
2017-01-07,Cranbourne,26 Mundaring Dr,5,h,572000.0,S,O'Brien,2017-01-07,34.7,3977.0,5.0,2.0,1.0,581.0,,,Casey City Council,-38.10687,145.2811,South-Eastern Metropolitan,7680.0
2017-01-07,Croydon,8 Banool Ct,4,h,932000.0,S,Hoskins,2017-01-07,23.0,3136.0,4.0,2.0,2.0,880.0,225.0,1970.0,Maroondah City Council,-37.79587,145.2683,Eastern Metropolitan,11925.0
2017-01-07,Croydon,1/27 Leigh Rd,2,u,566100.0,S,RW,2017-01-07,23.0,3136.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925.0
2017-01-07,Bentleigh,48 Tucker Rd,3,h,1045000.0,SP,hockingstuart,2017-01-07,11.4,3204.0,3.0,1.0,1.0,401.0,114.0,1970.0,Glen Eira City Council,-37.92999,145.04932,Southern Metropolitan,6795.0
2017-01-07,Donvale,2/11 Chippewa Av,3,t,818000.0,S,Ray,2017-01-07,16.1,3111.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,4790.0
2017-01-07,Seaholme,6/24 Noordenne Av,2,t,455000.0,SP,hockingstuart,2017-01-07,11.0,3018.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,852.0
2017-01-07,Doreen,33 Starboard Dr,3,h,530500.0,S,Buckingham,2017-01-07,25.9,3754.0,3.0,2.0,2.0,400.0,179.0,2012.0,Nillumbik Shire Council,-37.61042,145.11932,Northern Victoria,7254.0
2017-01-07,Wollert,6 Burley St,2,u,390000.0,S,Ray,2017-01-07,25.5,3750.0,2.0,1.0,1.0,197.0,,,Whittlesea City Council,-37.61401,145.03301,Northern Metropolitan,2940.0
2017-01-07,Wollert,20 Vanin St,4,h,525000.0,S,Harcourts,2017-01-07,25.5,3750.0,4.0,2.0,2.0,415.0,167.13,,Whittlesea City Council,-37.6161,145.03937,Northern Metropolitan,2940.0
2017-01-07,Wyndham Vale,5 Dakara Ct,3,h,480000.0,S,hockingstuart,2017-01-07,27.2,3024.0,3.0,1.0,2.0,743.0,110.0,1990.0,Wyndham City Council,-37.89757,144.63041,Western Metropolitan,5262.0
2017-01-07,Wyndham Vale,11 Hoddle Lk,3,h,471100.0,S,YPA,2017-01-07,27.2,3024.0,,,,,,,Wyndham City Council,,,Western Metropolitan,5262.0
2017-01-07,Yarraville,87 Ballard St,4,h,1000000.0,SP,Village,2017-01-07,6.3,3013.0,4.0,2.0,2.0,438.0,,,Maribyrnong City Council,-37.81789,144.86744,Western Metropolitan,6543.0
2017-01-07,Yarraville,72 Bishop St,3,h,1240000.0,VB,Jas,2017-01-07,6.3,3013.0,3.0,3.0,6.0,668.0,,1990.0,Maribyrnong City Council,-37.81381,144.87438,Western Metropolitan,6543.0
2017-01-07,Yarraville,67 Hawkhurst St,3,h,1115000.0,SP,Village,2017-01-07,6.3,3013.0,3.0,1.0,2.0,446.0,115.0,,Maribyrnong City Council,-37.82004,144.87174,Western Metropolitan,6543.0
2017-01-07,Reservoir,78 McMahon Rd,4,h,902000.0,S,Barry,2017-01-07,12.0,3073.0,4.0,2.0,3.0,700.0,,,Darebin City Council,-37.71073,145.01775,Northern Metropolitan,21650.0
2017-01-07,Williams Landing,89 Sayers Rd,4,h,510000.0,S,Ray,2017-01-07,17.6,3027.0,4.0,2.0,2.0,443.0,443.0,,Wyndham City Council,-37.8543,144.74437,Western Metropolitan,1999.0
