Date,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2018-02-17,Preston,1/4 Spring St,1,u,335000.0,S,Darren,2018-02-17,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
2018-02-17,Preston,19 Latona Av,3,h,1100000.0,VB,Ray,2018-02-17,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
2018-02-17,Mount Waverley,45 Mayfield Dr,3,h,,VB,Buxton,2018-02-17,14.2,3149.0,3.0,1.0,2.0,438.0,115.0,1960.0,Monash City Council,-37.88708,145.11482,Eastern Metropolitan,13366.0
2018-02-17,Preston,465 Gilbert Rd,2,h,,S,Ray,2018-02-17,8.4,3072.0,2.0,1.0,1.0,446.0,,1940.0,Darebin City Council,-37.73459,144.99039,Northern Metropolitan,14577.0
2018-02-17,Mount Waverley,5 Eagle Ct,4,h,,PI,McGrath/Buxton,2018-02-17,14.2,3149.0,4.0,2.0,2.0,863.0,152.0,1960.0,Monash City Council,-37.89596,145.12049,Eastern Metropolitan,13366.0
2018-02-17,Mordialloc,12/183 Beach Rd,3,t,995000.0,PI,Buxton,2018-02-17,21.5,3195.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3650.0
2018-02-17,Mentone,16 Phillip St,3,h,984000.0,S,Barry,2018-02-17,20.0,3194.0,3.0,1.0,2.0,369.0,,,Kingston City Council,-37.97537,145.06242,South-Eastern Metropolitan,6162.0
2018-02-17,Mernda,22 Callaway Cr,4,h,741000.0,S,Stockdale,2018-02-17,25.9,3754.0,4.0,2.0,2.0,641.0,,,Whittlesea City Council,-37.59883,145.08375,Northern Metropolitan,5812.0
2018-02-17,Mernda,14 Newington Pde,4,h,687000.0,S,Stockdale,2018-02-17,25.9,3754.0,4.0,2.0,2.0,480.0,191.0,2015.0,Whittlesea City Council,-37.60402,145.06997,Northern Metropolitan,5812.0
2018-02-17,Mernda,12 Silverwood Dr,3,h,,PI,HAR,2018-02-17,25.9,3754.0,3.0,2.0,2.0,480.0,218.0,2014.0,Whittlesea City Council,-37.60192,145.06467,Northern Metropolitan,5812.0
2018-02-17,Mickleham,40 Newmarket Pde,4,h,740000.0,S,Stockdale,2018-02-17,20.6,3064.0,4.0,4.0,2.0,512.0,333.0,2015.0,Hume City Council,-37.53446,144.90418,Northern Metropolitan,1158.0
2018-02-17,Mill Park,2 Dickerson Av,4,h,702000.0,S,Ray,2018-02-17,17.9,3082.0,4.0,1.0,2.0,618.0,158.0,1990.0,Whittlesea City Council,-37.6674,145.06732,Northern Metropolitan,10529.0
2018-02-17,Mill Park,25 Norwood Rd,3,h,785000.0,S,HAR,2018-02-17,17.9,3082.0,3.0,2.0,3.0,614.0,172.0,1988.0,Whittlesea City Council,-37.67426,145.05193,Northern Metropolitan,10529.0
2018-02-17,Mill Park,2/8 Orsett Ct,2,u,505000.0,S,Barry,2018-02-17,17.9,3082.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,10529.0
2018-02-17,Mitcham,10A Alexander St,3,h,1050000.0,S,hockingstuart,2018-02-17,17.2,3132.0,3.0,1.0,2.0,658.0,99.0,1960.0,Whitehorse City Council,-37.81566,145.18819,Eastern Metropolitan,6871.0
2018-02-17,Mitcham,1 Brian St,3,h,985000.0,S,Philip,2018-02-17,17.2,3132.0,3.0,1.0,1.0,630.0,110.0,1950.0,Whitehorse City Council,-37.82505,145.18797,Eastern Metropolitan,6871.0
2018-02-17,Mitcham,18/12 Irvine St,3,t,727000.0,S,Ray,2018-02-17,17.2,3132.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871.0
2018-02-17,Mitcham,425 Mitcham Rd,4,h,1400000.0,SP,Ray,2018-02-17,17.2,3132.0,4.0,1.0,,902.0,138.0,1965.0,Whitehorse City Council,-37.82289,145.19443,Eastern Metropolitan,6871.0
2018-02-17,Mont Albert,8 Grace St,2,h,1700000.0,VB,Fletchers,2018-02-17,10.2,3127.0,2.0,1.0,0.0,858.0,,,Boroondara City Council,-37.81243,145.10705,Eastern Metropolitan,2079.0
2018-02-17,Mont Albert,52 Zetland Rd,6,h,,VB,Jellis,2018-02-17,10.2,3127.0,6.0,2.0,2.0,815.0,237.0,1900.0,Boroondara City Council,-37.81769,145.11291,Eastern Metropolitan,2079.0
2018-02-17,Montmorency,1/30 Baldwin Av,3,u,745000.0,S,Jellis,2018-02-17,16.2,3094.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,3891.0
2018-02-17,Montmorency,2/5 Glengarriff Cr,3,h,,S,Morrison,2018-02-17,16.2,3094.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,3891.0
2018-02-17,Montmorency,2/59 Looker Rd,3,h,1490000.0,S,Jellis,2018-02-17,16.2,3094.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,3891.0
2018-02-17,Montmorency,1A McCarthy Gr,5,h,850000.0,VB,Jellis,2018-02-17,16.2,3094.0,5.0,2.0,2.0,800.0,177.0,1985.0,Banyule City Council,-37.72641,145.12511,Eastern Metropolitan,3891.0
2018-02-17,Moonee Ponds,6/51 Buckley St,1,u,290000.0,VB,Nelson,2018-02-17,6.2,3039.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6232.0
2018-02-17,Moonee Ponds,27 Kipling St,3,h,970000.0,S,Nelson,2018-02-17,6.2,3039.0,3.0,1.0,3.0,326.0,,,Moonee Valley City Council,-37.77197,144.93321,Western Metropolitan,6232.0
2018-02-17,Moonee Ponds,48 Park St,3,h,1455000.0,S,Greg,2018-02-17,6.2,3039.0,3.0,1.0,2.0,939.0,,,Moonee Valley City Council,-37.76152,144.91716,Western Metropolitan,6232.0
2018-02-17,Moonee Ponds,119 Vine St,4,h,1550000.0,VB,Jellis,2018-02-17,6.2,3039.0,4.0,2.0,1.0,452.0,159.0,1910.0,Moonee Valley City Council,-37.76913,144.93513,Western Metropolitan,6232.0
2018-02-17,Moonee Ponds,3/7 York St,1,u,370500.0,S,Nelson,2018-02-17,6.2,3039.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6232.0
2018-02-17,Moorabbin,5 Beilby St,4,h,1050000.0,VB,Buxton,2018-02-17,14.3,3189.0,4.0,2.0,1.0,584.0,175.0,1950.0,Kingston City Council,-37.94262,145.04717,Southern Metropolitan,2555.0
2018-02-17,Mooroolbark,64 Partridge Wy,4,h,960000.0,S,Jellis,2018-02-17,26.5,3138.0,4.0,2.0,2.0,869.0,,,Yarra Ranges Shire Council,-37.76286,145.32141,Eastern Victoria,8280.0
2018-02-17,Mount Waverley,2/32 Bizley St,3,t,961000.0,S,McGrath,2018-02-17,14.2,3149.0,,,,,,,Monash City Council,,,Eastern Metropolitan,13366.0
2018-02-17,Preston,2/9 Furzer St,3,t,840000.0,SP,RW,2018-02-17,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
2018-02-17,Donvale,151 Glenvale Rd,3,h,,SP,Philip,2018-02-17,16.1,3111.0,3.0,2.0,2.0,4046.0,194.0,1970.0,Manningham City Council,-37.79716,145.21577,Eastern Metropolitan,4790.0
2018-02-17,Preston,2/33 Cramer St,2,t,707000.0,S,Nelson,2018-02-17,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
2018-02-17,Oak Park,57 Station Rd,3,h,,S,Nelson,2018-02-17,11.2,3046.0,3.0,1.0,3.0,693.0,,,Moreland City Council,-37.71252,144.91927,Northern Metropolitan,2651.0
2018-02-17,Oakleigh,10/1 Heath Av,2,u,,PN,Ray,2018-02-17,12.3,3166.0,,,,,,,Monash City Council,,,Southern Metropolitan,3224.0
2018-02-17,Oakleigh,38 Henry St,3,h,1320000.0,PI,Ray,2018-02-17,12.3,3166.0,3.0,1.0,2.0,543.0,152.0,1950.0,Monash City Council,-37.90452,145.10391,Southern Metropolitan,3224.0
2018-02-17,Oakleigh East,3/17 Alexander Av,4,t,921000.0,S,Ray,2018-02-17,12.3,3166.0,,,,,,,Monash City Council,,,Southern Metropolitan,2547.0
2018-02-17,Oakleigh East,2/28 Lerina St,2,t,920000.0,S,Ray,2018-02-17,12.3,3166.0,,,,,,,Monash City Council,,,Southern Metropolitan,2547.0
2018-02-17,Oakleigh East,3/28 Lerina St,4,t,920000.0,SP,Ray,2018-02-17,12.3,3166.0,,,,,,,Monash City Council,,,Southern Metropolitan,2547.0
2018-02-17,Ormond,1/25 Murray Rd,3,t,940000.0,S,Jellis,2018-02-17,11.4,3204.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,3578.0
2018-02-17,Ormond,2/39 Queen St,2,h,936000.0,S,Woodards,2018-02-17,11.4,3204.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,3578.0
2018-02-17,Pakenham,52 James St,3,h,,SN,Ray,2018-02-17,47.3,3810.0,3.0,1.0,2.0,613.0,122.0,1950.0,Cardinia Shire Council,-38.07636,145.48246,Eastern Victoria,17384.0
2018-02-17,Pakenham,32 Waterford Ri,5,h,841000.0,S,Ray,2018-02-17,47.3,3810.0,,,,,,,Cardinia Shire Council,,,Eastern Victoria,17384.0
2018-02-17,Parkdale,27 Elliot St,3,h,1240000.0,S,Buxton,2018-02-17,21.5,3195.0,3.0,1.0,1.0,653.0,109.0,1950.0,Kingston City Council,-37.99628,145.09102,South-Eastern Metropolitan,5087.0
2018-02-17,Parkdale,29 The Corso,3,h,1850000.0,S,Buxton,2018-02-17,21.5,3195.0,3.0,2.0,2.0,617.0,,,Kingston City Council,-37.99249,145.07238,South-Eastern Metropolitan,5087.0
2018-02-17,Pascoe Vale,6 Arnold Ct,4,h,,S,Brad,2018-02-17,8.5,3044.0,4.0,2.0,2.0,684.0,165.0,1960.0,Moreland City Council,-37.72226,144.93361,Northern Metropolitan,7485.0
2018-02-17,Pascoe Vale,143 Boundary Rd,3,h,755000.0,S,Barry,2018-02-17,8.5,3044.0,3.0,1.0,2.0,537.0,106.0,1960.0,Moreland City Council,-37.71734,144.94268,Northern Metropolitan,7485.0
2018-02-17,Pascoe Vale,292 Gaffney St,2,h,,SP,Rendina,2018-02-17,8.5,3044.0,2.0,1.0,2.0,604.0,120.0,1950.0,Moreland City Council,-37.73196,144.94454,Northern Metropolitan,7485.0
2018-02-17,Pascoe Vale,48A Landells Rd,4,t,880000.0,S,Barry,2018-02-17,8.5,3044.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7485.0
2018-02-17,Point Cook,13 Cloudy Cr,3,h,695000.0,S,McGrath,2018-02-17,14.7,3030.0,3.0,2.0,2.0,413.0,,,Wyndham City Council,-37.89869,144.7353,Western Metropolitan,15542.0
2018-02-17,Point Cook,47 Dargy Ambl,3,h,522000.0,S,O'Brien,2018-02-17,14.7,3030.0,3.0,2.0,2.0,301.0,,,Wyndham City Council,-37.8942,144.73058,Western Metropolitan,15542.0
2018-02-17,Point Cook,155 Dunnings Rd,4,h,,PI,Ray,2018-02-17,14.7,3030.0,4.0,2.0,2.0,607.0,226.0,,Wyndham City Council,-37.88423,144.72713,Western Metropolitan,15542.0
2018-02-17,Point Cook,12 Magnetic Av,4,h,815000.0,S,Point,2018-02-17,14.7,3030.0,4.0,2.0,2.0,544.0,259.0,2010.0,Wyndham City Council,-37.90381,144.73973,Western Metropolitan,15542.0
2018-02-17,Point Cook,18 Tanoa Cr,4,h,766000.0,S,Point,2018-02-17,14.7,3030.0,4.0,2.0,2.0,512.0,186.0,2010.0,Wyndham City Council,-37.90557,144.7413,Western Metropolitan,15542.0
2018-02-17,Point Cook,23 Tribeca Dr,3,t,535000.0,SA,Point,2018-02-17,14.7,3030.0,3.0,3.0,2.0,78.0,,,Wyndham City Council,-37.89996,144.7394,Western Metropolitan,15542.0
2018-02-17,Port Melbourne,92 Esplanade Pl,3,h,,SP,Greg,2018-02-17,3.5,3207.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648.0
2018-02-17,Port Melbourne,208/115 Nott St,1,u,532888.0,SP,hockingstuart,2018-02-17,3.5,3207.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648.0
2018-02-17,Port Melbourne,340 Ross St,2,h,1200000.0,PI,Cayzer,2018-02-17,3.5,3207.0,2.0,1.0,1.0,144.0,96.0,1910.0,Melbourne City Council,-37.83212,144.94331,Southern Metropolitan,8648.0
2018-02-17,Oak Park,3/20 Ridge Rd,2,t,600000.0,S,Eview,2018-02-17,11.2,3046.0,,,,,,,Moreland City Council,,,Northern Metropolitan,2651.0
2018-02-17,Oak Park,3/24 Magnolia St,2,u,647000.0,S,Stockdale,2018-02-17,11.2,3046.0,,,,,,,Moreland City Council,,,Northern Metropolitan,2651.0
2018-02-17,Oak Park,6/4 Lex Gr,2,h,580000.0,SP,Nelson,2018-02-17,11.2,3046.0,,,,,,,Moreland City Council,,,Northern Metropolitan,2651.0
2018-02-17,Northcote,43 Henry St,4,h,2250000.0,SP,Jellis,2018-02-17,5.3,3070.0,4.0,2.0,,256.0,185.0,1900.0,Darebin City Council,-37.77232,144.99552,Northern Metropolitan,11364.0
2018-02-17,Preston,11/4 Austral Av,2,t,753000.0,S,Nelson,2018-02-17,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
2018-02-17,Preston,6/2 Arthur St,2,u,470000.0,S,Nelson,2018-02-17,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
2018-02-17,Prahran,2 Wrights Tce,3,h,,PI,hockingstuart,2018-02-17,4.6,3181.0,3.0,2.0,1.0,184.0,102.0,1900.0,Stonnington City Council,-37.85097,145.00335,Southern Metropolitan,7717.0
2018-02-17,Prahran,15 Woodfull St,2,h,1230000.0,SP,Jellis,2018-02-17,4.6,3181.0,2.0,1.0,,125.0,,,Stonnington City Council,-37.85172,145.00885,Southern Metropolitan,7717.0
2018-02-17,Prahran,5/1 Lumley Ct,1,u,285000.0,S,Ray,2018-02-17,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0
2018-02-17,Prahran,35 Highbury Gr,3,h,1500000.0,VB,Marshall,2018-02-17,4.6,3181.0,3.0,2.0,1.0,277.0,,,Stonnington City Council,-37.85554,145.00728,Southern Metropolitan,7717.0
2018-02-17,Prahran,4/36 Grandview Gr,1,u,,VB,Jellis,2018-02-17,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0
2018-02-17,Mentone,1/62 Milan St,2,h,671000.0,S,Buxton,2018-02-17,20.0,3194.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,6162.0
2018-02-17,Murrumbeena,25/41 Murrumbeena Rd,2,u,650000.0,SP,Gary,2018-02-17,10.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4442.0
2018-02-17,Murrumbeena,3/28 Rosella St,2,u,730000.0,S,Buxton,2018-02-17,10.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4442.0
2018-02-17,Narre Warren,26 Ohio Cr,4,h,,PI,O'Brien,2018-02-17,34.1,3805.0,4.0,2.0,2.0,741.0,251.0,1994.0,Casey City Council,-38.01545,145.28996,South-Eastern Metropolitan,9376.0
2018-02-17,Newport,1/48 Blenheim Rd,4,t,,PN,Gunn&Co,2018-02-17,6.2,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498.0
2018-02-17,Prahran,67 Chatsworth Rd,3,h,1500000.0,VB,Jellis,2018-02-17,4.6,3181.0,3.0,3.0,1.0,239.0,117.0,1890.0,Stonnington City Council,-37.85014,145.00672,Southern Metropolitan,7717.0
2018-02-17,Newport,45A Graham St,3,h,868100.0,SP,Jas,2018-02-17,6.2,3015.0,3.0,2.0,3.0,277.0,130.0,2010.0,Hobsons Bay City Council,-37.83674,144.86794,Western Metropolitan,5498.0
2018-02-17,Newport,3/58 Mason St,2,u,441000.0,SP,Raine,2018-02-17,6.2,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498.0
2018-02-17,Newport,4/144 Woods St,3,t,795000.0,S,Jas,2018-02-17,6.2,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498.0
2018-02-17,Niddrie,103/4 Hotham Rd,1,u,520000.0,SP,Barry,2018-02-17,10.4,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,2291.0
2018-02-17,North Melbourne,136 Capel St,3,h,1400000.0,VB,Nelson,2018-02-17,1.8,3051.0,4.0,1.0,,105.0,,,Melbourne City Council,-37.80485,144.95559,Northern Metropolitan,6821.0
2018-02-17,North Melbourne,407/64 MacAulay Rd,2,u,490000.0,SP,Alexkarbon,2018-02-17,1.8,3051.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,6821.0
2018-02-17,North Melbourne,6/80 Oshanassy St,2,u,500000.0,PI,Nelson,2018-02-17,1.8,3051.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,6821.0
2018-02-17,Northcote,99a Christmas St,3,h,1650000.0,VB,Jellis,2018-02-17,5.3,3070.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11364.0
2018-02-17,Northcote,4 French Av,3,h,,SP,Jellis,2018-02-17,5.3,3070.0,3.0,2.0,2.0,557.0,,,Darebin City Council,-37.77316,145.0136,Northern Metropolitan,11364.0
2018-02-17,Northcote,154 Gladstone Av,3,h,1350000.0,S,Nelson,2018-02-17,5.3,3070.0,3.0,1.0,2.0,221.0,,,Darebin City Council,-37.76475,144.98981,Northern Metropolitan,11364.0
2018-02-17,Northcote,39 Gordon Gr,3,h,1250000.0,PI,McGrath,2018-02-17,5.3,3070.0,3.0,1.0,,184.0,109.0,1920.0,Darebin City Council,-37.77492,144.9922,Northern Metropolitan,11364.0
2018-02-17,Northcote,29 Harper St,3,h,,S,Nelson,2018-02-17,5.3,3070.0,3.0,1.0,,228.0,129.0,1900.0,Darebin City Council,-37.78011,145.00176,Northern Metropolitan,11364.0
2018-02-17,Northcote,14 Hayes St,3,h,,VB,Jellis,2018-02-17,5.3,3070.0,3.0,1.0,1.0,362.0,,,Darebin City Council,-37.76475,145.00094,Northern Metropolitan,11364.0
2018-02-17,Newport,1/31 Maddox Rd,3,h,852000.0,SP,Barlow,2018-02-17,6.2,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498.0
2018-02-17,Reservoir,4/923 High St,2,t,590000.0,PI,RW,2018-02-17,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0
