Date,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2016-03-09,Braybrook,44 Carlton St,4,h,,W,Sweeney,2016-03-09,10.8,3019.0,4.0,1.0,1.0,821.0,94.0,1950.0,Maribyrnong City Council,-37.7803,144.8478,Western Metropolitan,3589.0
2016-03-09,Braybrook,132 Duke St,3,h,870000.0,S,Barry,2016-03-09,10.8,3019.0,3.0,2.0,4.0,700.0,,,Maribyrnong City Council,-37.7824,144.8469,Western Metropolitan,3589.0
2016-03-09,Braybrook,25 Lily St,2,h,645000.0,S,Barry,2016-03-09,10.8,3019.0,2.0,1.0,1.0,566.0,75.0,1950.0,Maribyrnong City Council,-37.7839,144.8524,Western Metropolitan,3589.0
2016-03-09,Yallambie,27 Aminya Cr,3,h,665000.0,S,Darren,2016-03-09,15.0,3085.0,,,,,,,Banyule City Council,,,Northern Metropolitan,1369.0
2016-03-09,Yallambie,11 Tarcoola Dr,4,h,700000.0,S,Barry,2016-03-09,15.0,3085.0,4.0,1.0,1.0,530.0,,,Banyule City Council,-37.7251,145.1053,Northern Metropolitan,1369.0
2016-03-09,Middle Park,277 Danks St,3,h,2600000.0,VB,Cayzer,2016-03-09,4.1,3206.0,3.0,1.0,1.0,279.0,133.0,1900.0,Port Phillip City Council,-37.8499,144.957,Southern Metropolitan,2019.0
2016-03-09,Melbourne,605/55 Queens Rd,1,u,400000.0,PI,RT,2016-03-09,2.8,3000.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496.0
2016-03-09,Williamstown,4 Freyer St,4,h,1325000.0,S,hockingstuart,2016-03-09,8.0,3016.0,3.0,2.0,1.0,452.0,,,Hobsons Bay City Council,-37.855,144.8905,Western Metropolitan,6380.0
2016-03-09,Niddrie,28 Coghlan St,3,t,830000.0,S,Barry,2016-03-09,11.2,3042.0,3.0,3.0,2.0,303.0,236.0,2013.0,Moonee Valley City Council,-37.742,144.8885,Western Metropolitan,2291.0
2016-03-09,Bentleigh East,11a Latham St,4,t,,S,hockingstuart,2016-03-09,13.9,3165.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969.0
2016-03-09,Bentleigh East,18 Mervin St,2,h,1410000.0,S,hockingstuart,2016-03-09,13.9,3165.0,2.0,1.0,2.0,768.0,,,Glen Eira City Council,-37.9305,145.0547,Southern Metropolitan,10969.0
2016-03-09,Bentleigh East,21b Northam Rd,3,t,990000.0,S,Buxton,2016-03-09,13.9,3165.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969.0
2016-03-09,Bentleigh East,68 Pasadena Cr,3,h,1057000.0,S,Buxton,2016-03-09,13.9,3165.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969.0
2016-03-09,Bentleigh East,1/69 Purtell St,3,t,760000.0,PI,hockingstuart,2016-03-09,13.9,3165.0,3.0,1.0,2.0,287.0,,,Glen Eira City Council,-37.9261,145.0566,Southern Metropolitan,10969.0
2016-03-09,Bentleigh East,30 Veronica St,2,h,825000.0,S,Buxton,2016-03-09,13.9,3165.0,2.0,2.0,1.0,176.0,125.0,2008.0,Glen Eira City Council,-37.9237,145.0763,Southern Metropolitan,10969.0
2016-03-09,Oakleigh South,21a Tular Av,2,t,665000.0,SP,Buxton,2016-03-09,14.7,3167.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692.0
2016-03-09,Oakleigh South,41 Cleek Av,2,h,1242000.0,S,Buxton,2016-03-09,14.7,3167.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692.0
2016-03-09,Watsonia,23 Gabonia Av,3,h,620000.0,S,Darren,2016-03-09,14.9,3087.0,,,,,,,Banyule City Council,,,Northern Metropolitan,2329.0
2016-03-09,Oakleigh South,27 Beryl Av,4,h,991000.0,S,Woodards,2016-03-09,14.7,3167.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692.0
2016-03-09,Oak Park,1 Victoria St,2,h,592000.0,S,Barry,2016-03-09,11.5,3046.0,2.0,1.0,2.0,577.0,,,Moreland City Council,-37.7137,144.9167,Northern Metropolitan,2651.0
2016-03-09,Oak Park,14 Marie St,3,h,892000.0,S,Nelson,2016-03-09,11.5,3046.0,3.0,1.0,3.0,757.0,,,Moreland City Council,-37.718,144.9174,Northern Metropolitan,2651.0
2016-03-09,Williamstown,46 Pasco St,4,h,1400000.0,S,Gunn&Co,2016-03-09,8.0,3016.0,4.0,2.0,1.0,320.0,160.0,1950.0,Hobsons Bay City Council,-37.8613,144.8988,Western Metropolitan,6380.0
2016-03-09,Oak Park,2/13 Cartwright St,4,t,670000.0,SP,Brad,2016-03-09,11.5,3046.0,,,,,,,Moreland City Council,,,Northern Metropolitan,2651.0
2016-03-09,Northcote,3/412 High St,2,u,630000.0,S,McGrath,2016-03-09,5.5,3070.0,2.0,2.0,1.0,0.0,,,Darebin City Council,-37.7679,144.9994,Northern Metropolitan,11364.0
2016-03-09,Northcote,57A Derby St,3,h,1382500.0,SA,Nelson,2016-03-09,5.5,3070.0,3.0,2.0,2.0,286.0,188.0,2007.0,Darebin City Council,-37.7708,145.0054,Northern Metropolitan,11364.0
2016-03-09,Northcote,30 Clarke St,3,h,1200000.0,S,Nelson,2016-03-09,5.5,3070.0,3.0,1.0,1.0,215.0,125.0,1920.0,Darebin City Council,-37.7759,144.9909,Northern Metropolitan,11364.0
2016-03-09,Northcote,43 Christmas St,2,h,1286000.0,S,McGrath,2016-03-09,5.5,3070.0,2.0,1.0,1.0,245.0,108.0,1890.0,Darebin City Council,-37.7662,145.0096,Northern Metropolitan,11364.0
2016-03-09,West Melbourne,44 Anderson St,3,t,1010000.0,S,Jellis,2016-03-09,1.9,3003.0,3.0,3.0,2.0,0.0,132.0,1940.0,Melbourne City Council,-37.8048,144.9424,Northern Metropolitan,2230.0
2016-03-09,North Melbourne,208/150 Peel St,1,u,491000.0,SP,Nelson,2016-03-09,2.3,3051.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821.0
2016-03-09,North Melbourne,90 Molesworth St,3,h,1635000.0,S,Nelson,2016-03-09,2.3,3051.0,2.0,1.0,0.0,517.0,,,Melbourne City Council,-37.7967,144.9472,Northern Metropolitan,6821.0
2016-03-09,North Melbourne,10 Canning St,4,h,2920000.0,S,Nelson,2016-03-09,2.3,3051.0,4.0,3.0,4.0,310.0,276.0,1880.0,Melbourne City Council,-37.7958,144.944,Northern Metropolitan,6821.0
2016-03-09,Niddrie,9 Willowtree Cr,3,h,950000.0,SP,Brad,2016-03-09,11.2,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,2291.0
2016-03-09,Niddrie,9 Willow Cr,3,h,950000.0,SP,Brad,2016-03-09,11.2,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,2291.0
2016-03-09,Niddrie,3a Irving St,3,h,780000.0,PI,McDonald,2016-03-09,11.2,3042.0,3.0,2.0,2.0,274.0,,,Moonee Valley City Council,-37.7353,144.8907,Western Metropolitan,2291.0
2016-03-09,Niddrie,57a Hamilton St,4,t,1065000.0,S,Barry,2016-03-09,11.2,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,2291.0
2016-03-09,Northcote,24 Jessie St,4,h,1600000.0,VB,Jellis,2016-03-09,5.5,3070.0,4.0,2.0,1.0,464.0,179.0,1910.0,Darebin City Council,-37.7805,145.004,Northern Metropolitan,11364.0
2016-03-09,Strathmore,27 Woolart St,4,h,1052000.0,S,Considine,2016-03-09,9.7,3041.0,4.0,2.0,2.0,699.0,,,Moonee Valley City Council,-37.7207,144.9073,Western Metropolitan,3284.0
2016-03-09,Yarraville,13 Benbow St,3,h,1000000.0,S,Jas,2016-03-09,7.0,3013.0,3.0,2.0,1.0,448.0,147.0,1940.0,Maribyrnong City Council,-37.8228,144.8799,Western Metropolitan,6543.0
2016-03-09,Bentleigh East,9 Edinburgh St,3,h,,SN,hockingstuart,2016-03-09,13.9,3165.0,3.0,1.0,2.0,590.0,146.0,1950.0,Glen Eira City Council,-37.9167,145.0684,Southern Metropolitan,10969.0
2016-03-09,Kensington,65 Gatehouse Dr,3,h,852000.0,S,Nelson,2016-03-09,4.2,3031.0,3.0,1.0,1.0,166.0,138.0,2000.0,Melbourne City Council,-37.7929,144.9197,Northern Metropolitan,5263.0
2016-03-09,Altona North,103 Sixth Av,4,h,857500.0,S,hockingstuart,2016-03-09,11.1,3025.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132.0
2016-03-09,Altona North,4 Knapp St,3,h,781000.0,S,Jas,2016-03-09,11.1,3025.0,3.0,1.0,2.0,533.0,117.0,1970.0,Hobsons Bay City Council,-37.8291,144.835,Western Metropolitan,5132.0
2016-03-09,Altona North,45 Hearn St,5,h,1085000.0,S,FN,2016-03-09,11.1,3025.0,5.0,3.0,6.0,592.0,251.0,1965.0,Hobsons Bay City Council,-37.8388,144.8567,Western Metropolitan,5132.0
2016-03-09,Altona North,1 Beuron Rd,3,h,,SP,Williams,2016-03-09,11.1,3025.0,3.0,1.0,1.0,620.0,108.0,1950.0,Hobsons Bay City Council,-37.829,144.848,Western Metropolitan,5132.0
2016-03-09,Kensington,4 Coopers La,3,h,785000.0,S,Nelson,2016-03-09,4.2,3031.0,2.0,1.0,1.0,258.0,64.0,,Melbourne City Council,-37.7906,144.924,Northern Metropolitan,5263.0
2016-03-09,Keilor East,121 Sterling Dr,3,h,650000.0,SP,Barry,2016-03-09,12.8,3033.0,3.0,1.0,1.0,538.0,104.0,1970.0,Brimbank City Council,-37.7441,144.8503,Western Metropolitan,5629.0
2016-03-09,Keilor East,85 David Av,3,h,680000.0,VB,Nelson,2016-03-09,12.8,3033.0,,,,,,,Brimbank City Council,,,Western Metropolitan,5629.0
2016-03-09,Keilor East,16 Border Dr,3,h,703000.0,S,Nelson,2016-03-09,12.8,3033.0,3.0,2.0,2.0,683.0,200.0,1995.0,Brimbank City Council,-37.7402,144.8591,Western Metropolitan,5629.0
2016-03-09,Kealba,28 Hedgeley Rd,5,h,,PI,Barry,2016-03-09,15.0,3021.0,5.0,3.0,4.0,670.0,152.0,1971.0,Brimbank City Council,-37.7295,144.8183,Western Metropolitan,1202.0
2016-03-09,Ivanhoe,9/88 Marshall St,2,u,480000.0,VB,Miles,2016-03-09,7.9,3079.0,2.0,1.0,1.0,0.0,,,Banyule City Council,-37.77,145.0472,Eastern Metropolitan,5549.0
2016-03-09,Hughesdale,1/13 Swindon Rd,2,u,516000.0,S,Ray,2016-03-09,13.0,3166.0,2.0,1.0,1.0,0.0,76.0,1970.0,Monash City Council,-37.8967,145.0858,Southern Metropolitan,3145.0
2016-03-09,Hughesdale,18 Paget St,2,h,1550000.0,S,Woodards,2016-03-09,13.0,3166.0,2.0,1.0,1.0,732.0,97.0,1950.0,Monash City Council,-37.8931,145.0791,Southern Metropolitan,3145.0
2016-03-09,Hughesdale,57 Euston Rd,3,h,,SN,Ray,2016-03-09,13.0,3166.0,4.0,1.0,3.0,671.0,,,Monash City Council,-37.8947,145.0859,Southern Metropolitan,3145.0
2016-03-09,Brighton East,38 Arnold Rd,5,h,,S,Buxton,2016-03-09,10.7,3187.0,2.0,5.0,3.0,625.0,404.0,2015.0,Bayside City Council,-37.9285,145.024,Southern Metropolitan,6938.0
2016-03-09,Brighton East,7 Balfour St,4,h,1940000.0,S,hockingstuart,2016-03-09,10.7,3187.0,4.0,2.0,2.0,682.0,240.0,1960.0,Bayside City Council,-37.9205,145.0122,Southern Metropolitan,6938.0
2016-03-09,Brighton East,40 Camperdown St,4,h,,S,Buxton,2016-03-09,10.7,3187.0,2.0,3.0,2.0,716.0,370.0,2015.0,Bayside City Council,-37.9181,145.0108,Southern Metropolitan,6938.0
2016-03-09,Brighton East,4 Marriage Rd,4,h,1850000.0,S,Nick,2016-03-09,10.7,3187.0,4.0,2.0,2.0,617.0,268.0,1940.0,Bayside City Council,-37.9187,145.007,Southern Metropolitan,6938.0
2016-03-09,Brighton East,23 Rogers Av,2,h,1060000.0,S,Nick,2016-03-09,10.7,3187.0,,,,,,,Bayside City Council,,,Southern Metropolitan,6938.0
2016-03-09,Brighton East,214 South Rd,4,h,,S,Buxton,2016-03-09,10.7,3187.0,3.0,2.0,2.0,904.0,202.0,1960.0,Bayside City Council,-37.9312,145.018,Southern Metropolitan,6938.0
2016-03-09,Brighton East,244a South Rd,3,h,930000.0,SP,Marshall,2016-03-09,10.7,3187.0,3.0,1.0,1.0,329.0,117.0,1930.0,Bayside City Council,-37.9317,145.0218,Southern Metropolitan,6938.0
2016-03-09,Brighton East,1 Sunnyside Av,5,h,1952000.0,S,Gary,2016-03-09,10.7,3187.0,,,,,,,Bayside City Council,,,Southern Metropolitan,6938.0
2016-03-09,Brighton East,246a Were St,3,h,,SS,Marshall,2016-03-09,10.7,3187.0,3.0,2.0,2.0,329.0,203.0,1998.0,Bayside City Council,-37.9276,145.0155,Southern Metropolitan,6938.0
2016-03-09,Heidelberg West,23 Redwood St,3,h,691000.0,S,Haughton,2016-03-09,9.4,3081.0,2.0,1.0,2.0,624.0,86.0,1965.0,Banyule City Council,-37.7456,145.0397,Eastern Metropolitan,2674.0
2016-03-09,Heidelberg West,3a Katoomba Ct,5,h,765000.0,S,Nelson,2016-03-09,9.4,3081.0,3.0,2.0,2.0,415.0,,,Banyule City Council,-37.7354,145.0381,Eastern Metropolitan,2674.0
2016-03-09,Kensington,35 Henry St,3,h,1037000.0,S,Rendina,2016-03-09,4.2,3031.0,3.0,1.0,1.0,188.0,106.0,1910.0,Melbourne City Council,-37.7953,144.9275,Northern Metropolitan,5263.0
2016-03-09,Kew,13 Annadale St,3,h,1635000.0,S,Jellis,2016-03-09,5.6,3101.0,3.0,1.0,2.0,396.0,,1990.0,Boroondara City Council,-37.8102,145.0451,Southern Metropolitan,10331.0
2016-03-09,Kew,6 Gordon Av,2,h,,S,Jellis,2016-03-09,5.6,3101.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331.0
2016-03-09,Kew,51 Rowland St,2,h,4800000.0,S,Jellis,2016-03-09,5.6,3101.0,2.0,2.0,1.0,697.0,,,Boroondara City Council,-37.812,145.0547,Southern Metropolitan,10331.0
2016-03-09,Yarraville,2/5 Jepson St,2,u,640000.0,PI,hockingstuart,2016-03-09,7.0,3013.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,6543.0
2016-03-09,Malvern East,44 Thurso St,4,h,1300000.0,S,J,2016-03-09,11.2,3145.0,3.0,2.0,2.0,644.0,,,Stonnington City Council,-37.8747,145.0836,Southern Metropolitan,8801.0
2016-03-09,Malvern East,1/13 Goode St,3,h,1210000.0,S,Marshall,2016-03-09,11.2,3145.0,3.0,2.0,1.0,337.0,146.0,1993.0,Stonnington City Council,-37.8833,145.0697,Southern Metropolitan,8801.0
2016-03-09,Yarraville,6 Sanderson St,2,h,890000.0,SP,Village,2016-03-09,7.0,3013.0,3.0,1.0,2.0,471.0,103.0,1950.0,Maribyrnong City Council,-37.8149,144.8707,Western Metropolitan,6543.0
2016-03-09,Yarraville,40 Tarrengower St,2,h,760000.0,SP,Jas,2016-03-09,7.0,3013.0,2.0,1.0,1.0,134.0,,,Maribyrnong City Council,-37.8176,144.8911,Western Metropolitan,6543.0
2016-03-09,Yarraville,83 Tarrengower St,3,h,1165000.0,S,Village,2016-03-09,7.0,3013.0,3.0,1.0,0.0,191.0,105.0,1910.0,Maribyrnong City Council,-37.8175,144.8879,Western Metropolitan,6543.0
2016-03-09,Malvern East,9 Chanak St,3,h,1490000.0,S,Marshall,2016-03-09,11.2,3145.0,3.0,1.0,1.0,322.0,137.0,1910.0,Stonnington City Council,-37.8726,145.0396,Southern Metropolitan,8801.0
2016-03-09,Malvern,2/240 Wattletree Rd,2,u,,SP,hockingstuart,2016-03-09,7.4,3144.0,2.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8638,145.0376,Southern Metropolitan,4675.0
2016-03-09,Brighton,802 Hampton St,3,h,1550000.0,VB,Buxton,2016-03-09,11.2,3186.0,3.0,2.0,2.0,663.0,,1940.0,Bayside City Council,-37.9159,145.0068,Southern Metropolitan,10579.0
2016-03-09,Brighton,476 New St,4,h,,S,Marshall,2016-03-09,11.2,3186.0,3.0,3.0,2.0,683.0,254.0,1915.0,Bayside City Council,-37.8931,144.9955,Southern Metropolitan,10579.0
2016-03-09,Brighton,18 Rooding St,3,h,1635000.0,S,Buxton,2016-03-09,11.2,3186.0,3.0,1.0,2.0,366.0,156.0,1920.0,Bayside City Council,-37.9038,145.0001,Southern Metropolitan,10579.0
2016-03-09,Malvern,17 Shaftesbury Av,4,h,3850000.0,PI,Jellis,2016-03-09,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0
2016-03-09,Yarraville,62 Bena St,4,h,,SP,Jas,2016-03-09,7.0,3013.0,4.0,2.0,1.0,464.0,,1920.0,Maribyrnong City Council,-37.8234,144.8802,Western Metropolitan,6543.0
2016-03-09,Malvern,39 McKinley Av,3,h,2500000.0,S,Jellis,2016-03-09,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0
2016-03-09,Maidstone,32 Ringtail Cct,4,h,826000.0,S,Rendina,2016-03-09,9.2,3012.0,4.0,2.0,2.0,308.0,185.0,2012.0,Maribyrnong City Council,-37.7833,144.8817,Western Metropolitan,3873.0
2016-03-09,Maidstone,2/22 Jackson St,3,h,,SN,Barry,2016-03-09,9.2,3012.0,3.0,2.0,2.0,379.0,178.0,2013.0,Maribyrnong City Council,-37.7857,144.8732,Western Metropolitan,3873.0
2016-03-09,Maidstone,27 Dunedin St,3,h,715000.0,S,Burnham,2016-03-09,9.2,3012.0,3.0,1.0,1.0,576.0,128.0,1970.0,Maribyrnong City Council,-37.7808,144.8678,Western Metropolitan,3873.0
2016-03-09,Maidstone,3 Crefden St,3,t,615000.0,S,Jas,2016-03-09,9.2,3012.0,3.0,2.0,2.0,165.0,161.0,2007.0,Maribyrnong City Council,-37.7773,144.8725,Western Metropolitan,3873.0
2016-03-09,Maidstone,12 Bosquet St,3,h,670000.0,S,Sweeney,2016-03-09,9.2,3012.0,3.0,1.0,3.0,564.0,,,Maribyrnong City Council,-37.7832,144.8745,Western Metropolitan,3873.0
2016-03-09,Kooyong,30 Monaro Rd,5,h,,S,Marshall,2016-03-09,6.2,3144.0,5.0,4.0,2.0,1401.0,,1983.0,Stonnington City Council,-37.8435,145.0345,Southern Metropolitan,394.0
2016-03-09,Kew East,4/34 Strathalbyn St,2,u,620000.0,S,Nelson,2016-03-09,7.5,3102.0,2.0,1.0,1.0,0.0,,1970.0,Boroondara City Council,-37.7971,145.0514,Southern Metropolitan,2671.0
2016-03-09,Kew East,43 Oswin St,4,h,2490000.0,S,Marshall,2016-03-09,7.5,3102.0,3.0,2.0,2.0,712.0,14.0,,Boroondara City Council,-37.7936,145.0566,Southern Metropolitan,2671.0
2016-03-09,Kew East,1/3 Leason St,3,u,,S,Marshall,2016-03-09,7.5,3102.0,,,,,,,Boroondara City Council,-37.7917,145.0566,Southern Metropolitan,2671.0
2016-03-09,Kew East,34 Baker Av,4,h,2040000.0,PI,Marshall,2016-03-09,7.5,3102.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,2671.0
2016-03-09,Kew,7 Wimba Av,5,h,6240000.0,S,Jellis,2016-03-09,5.6,3101.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331.0
2016-03-09,Kew,2/28 Wimba Av,3,u,970000.0,S,Jellis,2016-03-09,5.6,3101.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331.0
2016-03-09,Malvern,17 Horace St,3,h,,S,Marshall,2016-03-09,7.4,3144.0,3.0,2.0,1.0,226.0,108.0,1900.0,Stonnington City Council,-37.8627,145.0391,Southern Metropolitan,4675.0
2016-03-09,Oakleigh South,2/232 Warrigal Rd,3,t,680000.0,S,Fletchers,2016-03-09,14.7,3167.0,3.0,2.0,1.0,189.0,123.0,,Kingston City Council,-37.9122,145.0853,South-Eastern Metropolitan,3692.0
2016-03-09,Viewbank,52 Rosemar Cct,4,h,910000.0,S,Miles,2016-03-09,13.8,3084.0,4.0,2.0,2.0,626.0,,,Banyule City Council,-37.735,145.0921,Eastern Metropolitan,2698.0
2016-03-09,Heidelberg West,3 Ebony Pde,2,h,,SP,Nelson,2016-03-09,9.4,3081.0,2.0,1.0,4.0,612.0,,,Banyule City Council,-37.7431,145.0397,Eastern Metropolitan,2674.0
2016-03-09,Balwyn,36 Narrak Rd,4,h,1800000.0,VB,Marshall,2016-03-09,9.7,3103.0,4.0,2.0,2.0,715.0,218.0,1985.0,Boroondara City Council,-37.811,145.0958,Southern Metropolitan,5682.0
2016-03-09,Balwyn,2/16 Westminster St,2,t,1255000.0,S,Noel,2016-03-09,9.7,3103.0,2.0,1.0,1.0,208.0,129.0,2000.0,Boroondara City Council,-37.8128,145.0975,Southern Metropolitan,5682.0
2016-03-09,South Yarra,9/10 Tivoli Rd,2,u,475000.0,PI,Buxton,2016-03-09,3.3,3141.0,2.0,1.0,0.0,0.0,,,Melbourne City Council,-37.8391,144.9984,Southern Metropolitan,14887.0
2016-03-09,South Yarra,18/34 Rockley Rd,1,u,467500.0,SP,McGrath,2016-03-09,3.3,3141.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8363,145.0003,Southern Metropolitan,14887.0
2016-03-09,South Yarra,301/89 River St,2,u,930000.0,S,hockingstuart,2016-03-09,3.3,3141.0,2.0,2.0,2.0,0.0,,2000.0,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887.0
2016-03-09,South Yarra,5/38 MacFarlan St,2,u,722000.0,SP,Jellis,2016-03-09,3.3,3141.0,2.0,1.0,1.0,0.0,86.0,2003.0,Melbourne City Council,-37.8393,144.9886,Southern Metropolitan,14887.0
2016-03-09,Surrey Hills,36 Banool Rd,4,h,2440000.0,S,Marshall,2016-03-09,11.2,3127.0,4.0,3.0,2.0,596.0,264.0,1930.0,Boroondara City Council,-37.8154,145.0927,Southern Metropolitan,5457.0
2016-03-09,Surrey Hills,2/33 Chestnut St,3,t,1110000.0,S,Fletchers,2016-03-09,11.2,3127.0,4.0,2.0,2.0,401.0,129.0,1970.0,Boroondara City Council,-37.8332,145.1105,Southern Metropolitan,5457.0
